Id;Coor_X ;Coor_Y;Area;Necrop;Muni;Grid10;Grid50;Cad_Ref;Cad_Pol;Cad_Par;Ort_Cham;Ort_Cov;Corridor;Typo2019;Typo1959;Cham_Len59;Cham_Wid59;Cham_Hei59;Surface59;Volume59;Corr_Len59;Corr_Wid59;Cham_Len19;Cham_Wid19;Cham_Hei19;Surface19;Volume19;Corr_Len19;Corr_Wid19;Viewshed_M;Viewshed_Km;Slope;Slope_Av30;Slope_Min30;Slope_Max30;Slope_Av50;Slope_Min50;Slope_Max50;Height;Height_Av30;Height_Min30;Height_Max30;Height_Av50;Height_Min50;Height_Max50;Ori_Corr;Ori_Corr2;Ori_Terr;Ori_Terr2;Dis_Water;Dis_Gor;Dis_Fardes;Dis_Baul;Topo_Terr;Riverside;Use1870;Use1956;Conserv;Geo;Litho;Gull_Ero;Aeol_Ero
3;490229;4151622;1;1;1;97114;971;18191A00700023;7;23;8;5;1;1;;;;;;;;;2,77;2,6;1,28;7,2;9,21;1,2;0,78;2442780;2,44278;9,19;13,21;2,78;34,61;15,72;0,91;42,28;743,41;743,34;740,88;749,99;744,25;739,59;752,85;4;146;7;272,94;270,98;924,79;327,52;16354,81;1;2;4;1;2;3;1;0;0
4;490196;4151629;1;1;1;97114;971;18191A00700023;7;23;11;3;1;1;1;3,7;2,1;1,85;7,77;14,37;;;3,73;2,3;1,9;8,57;16,3;;;2731210;2,73121;1,73;16,84;0,91;69,35;30,42;0,91;109,32;741,82;740,37;728,56;742,62;737,64;714,61;744,69;4;143;8;335,14;272,74;946,08;293,89;16387,81;1;2;4;1;1;3;1;0;0
5;490217;4151591;1;1;1;97114;971;18191A00700023;7;23;4;1;1;2;1;3;1,85;1,2;5,55;6,66;;;2,1;1,34;0,75;2,81;2,11;;;2530280;2,53028;10,95;14,13;1,42;47,33;30,67;0,91;110,53;741,96;742,2;738,04;746,17;741,64;718,36;753,86;4;141;7;250,62;248,17;953,96;321,4;16353,2;1;2;4;1;1;3;1;0;0
6;490191;4151610;1;1;1;97114;971;18191A00700023;7;23;8;2;1;1;1;;;;;;;;3,8;1,23;;4,67;;;;2802490;2,80249;11,36;31,64;0,91;109,32;39,62;0,91;110,53;741,08;738,39;722,02;742,31;734,43;704,64;744,03;4;120;8;314,07;271,2;961,81;291,96;16384,67;1;2;4;1;1;3;1;0;0
7;490460;4151594;2;1;1;97114;971;18191A00700026;7;26;3;1;1;4;4;;;;;;;;1,8;1,7;;3,06;;;0,54;3318200;3,3182;7,34;10,07;1,3;17,51;9,01;0,91;23,97;788,4;787,1;783,61;789,31;786,09;781,46;789,59;4;116;1;21,92;241,42;783,34;474,74;16132,55;1;2;1;2;2;2;1;0;0
8;490453;4151582;2;1;1;97114;971;18191A00700026;7;26;8;4;1;2;1;;;;;;3,9;2,8;3,6;2,7;;9,72;;1,76;0,97;3252370;3,25237;3,39;9,3;0,91;15,9;8,53;0,91;17,51;789,08;787,65;784,51;789,56;786,77;782,41;789,91;1;0;8;327,44;226,62;797,09;484,28;16134,01;1;2;1;2;2;2;1;0;0
9;490431;4151567;2;1;1;97114;971;18191A00700026;7;26;9;4;1;1;1;5;2,4;1,75;12;21;;;4,95;2,37;1,7;11,73;19,94;;;3334070;3,33407;4,33;6,33;0,91;12,14;7,3;0,91;15,9;789,49;788,74;786,64;789,86;788,14;784,63;790,73;5;162;8;310,66;208,08;822,52;492,46;16147,94;1;2;1;2;1;2;1;0;0
10;490396;4151574;2;1;1;97114;971;18191A00700026;7;26;3;0;1;2;2;;;;;;2,2;1,65;2;1,7;;3,4;;;0,63;3392120;3,39212;6,33;6,22;3,63;8,67;6,03;0,91;11,2;788,05;788,09;786,16;789,8;787,83;784,63;790,26;2;56;1;22,56;201,97;839,31;475,87;16182,75;1;2;1;2;2;2;1;0;0
11;490521;4151082;3;1;1;97114;971;18191A00700028;7;28;10;1;1;2;5;;;;;;;;2,2;1,45;;3,19;;2;1;1656230;1,65623;10,12;8,28;3,04;14,39;9,83;1,34;21,24;820,02;819,11;817,32;820,63;818,61;814,1;822,91;3;110;5;170,13;132,93;1140,61;803,52;15872,78;1;2;1;3;1;1;1;0;0
12;490542;4151072;3;1;1;97114;971;18191A00700028;7;28;1;0;0;;;;;;;;;;;;;;;;;917733;0,917733;10,56;11;3,57;15,84;11,32;3,04;21,14;817,77;817,54;813,93;820,38;816,73;811,43;820,82;4;;4;132,99;124,22;1132,94;826,12;15849,54;1;2;1;3;3;1;1;0;0
13;493082;4149396;4;2;2;99321;993;18088A00600020;6;20;3;0;1;2;;;;;;;;;;;;;;;;4406340;4,40634;10,69;41,35;2,56;101,45;48,99;2,39;146,59;892,24;889,62;879,32;894,57;885,66;860,64;894,57;3;100;4;143,59;63,02;465,96;3728,27;12872,53;2;2;4;1;2;2;2;0;0
14;493528;4148288;4;2;2;99321;993;18088A00600026;6;26;10;3;0;1;1;4,2;2,2;1,6;9,24;14,7;;;3,8;2,2;;8,36;;;1;1092860;1,09286;41,15;52,88;7,4;83,89;51,99;7,4;93,16;922,07;914,83;900,66;926,45;912,62;890,2;930,77;3;90;8;324,8;27,34;952,18;4697,09;12105,1;2;2;4;1;2;2;2;1;0
15;493459;4148179;4;2;2;99321;993;18088A00600026;6;26;4;1;0;2;1;;;;;;;;;;;;;;;3280330;3,28033;47,48;46,09;13,54;69,93;45,78;2,19;81,2;974,45;975,54;957,92;987,73;972,25;944,31;988,1;4;;2;35,25;85,89;1068;4680,08;12142,18;2;2;4;4;2;2;2;0;0
16;493969;4148405;4;2;2;99321;993;18088A00600031;6;31;4;0;0;;;;;;;;;;;;;;;;;3368510;3,36851;54,14;48,1;19,45;87,39;50,8;1,34;131,74;903,34;899,41;882,52;910,99;897,71;875,39;915,82;3;86;3;67,82;25,78;524,99;5052,33;11715,44;2;2;4;1;3;2;2;1;0
17;494013;4148249;4;2;2;99321;993;18088A00600031;6;31;6;0;1;1;5;1,95;1,4;0,9;2,73;2,5;;;2;1,5;;3;;;;4108370;4,10837;15,32;43,26;3,34;118,37;48,15;1,02;121,15;928,91;923,83;907,01;929,66;918,56;896,81;929,66;4;130;7;286,63;27,25;608,81;5158,61;11628,4;2;2;4;4;2;2;2;1;0
18;494019;4148237;4;2;2;99321;993;18088A00600031;6;31;3;0;1;1;6;;;;;;;;1,52;1,9;;2,88;;0,6;0,42;3839250;3,83925;11,56;44,09;1,02;118,37;45,38;1,02;121,15;929,55;923,82;909,68;929,66;920,15;897,72;929,84;4;124;2;50,93;22,18;614,76;5168,71;11619,26;2;2;4;4;2;2;2;1;0
19;493986;4148152;4;2;2;99321;993;18088A00600033;6;33;4;0;0;1;1;;;;;;;;1,7;1,17;1,63;1,98;3,24;;;2099560;2,09956;32,02;38,84;23,34;59,87;39,01;20,73;66,71;937,42;933,25;919,41;943,78;932,28;913,26;951,49;3;105;8;306,06;22,74;703,12;5171,2;11627,36;2;2;4;1;2;2;2;1;0
20;493991;4148106;4;2;2;99321;993;18088A00600033;6;33;7;1;0;1;1;2,8;1,45;1,5;4,06;6,09;;;2,64;1,8;1,38;4,75;6,55;;;3162080;3,16208;41,63;41,81;25,98;66,71;42,03;20,88;75,82;951,49;949,16;937,36;960,89;947,86;928,87;969,04;1;14;1;349,33;48,85;738,77;5194,14;11610,03;2;2;4;1;2;2;2;1;0
21;493910;4148014;5;2;2;99321;993;18088A00600033;6;33;3;0;1;1;2;2;1,35;1,1;2,7;2,97;;;2;1,26;0,85;2,52;2,14;0,83;0,67;5697960;5,69796;19,73;39,36;0,81;72,43;40,06;0,81;73,1;990,15;984,52;972,15;990,98;980,79;963,42;991,21;4;122;1;3;38,02;860,02;5158,35;11663,67;1;2;4;4;2;2;2;0;1
22;493976;4148018;5;2;2;99321;993;18088A00600033;6;33;5;1;0;2;2;1,6;1,55;1,4;2,48;3,47;;;1,65;1,35;1,1;2,22;2,45;;;7194010;7,19401;18,3;30,13;0,05;60,46;33,89;0,05;68,99;991,77;987,49;976,1;991,77;984,1;965,18;991,8;3;106;8;305,09;72,2;821,92;5216,55;11601,02;1;2;4;4;2;2;2;0;1
23;493988;4148009;5;2;2;99321;993;18088A00600033;6;33;5;0;1;2;2;1,85;1,1;1,25;2,03;2,54;;;1,56;1,36;1,1;2,12;2,33;1,2;0,6;6774360;6,77436;20,69;28,13;0,05;66,12;33,74;0,05;81,46;991,72;988,92;980,26;991,8;984,89;966,78;991,8;4;116;2;45,82;72,66;823,89;5231,22;11587,08;1;2;4;4;2;2;2;0;1
24;493998;4147993;5;2;2;99321;993;18088A00600033;6;33;5;0;1;1;2;2,1;1,5;1,3;3,15;4,09;;;2;1,5;1,15;3;3,45;1,5;0,5;6425200;6,4252;7,97;25,05;0,05;80,65;32,16;0,05;95,27;991,59;989,21;979,97;991,8;985,88;964,46;991,8;4;131;8;326,81;70,4;833,26;5247;11573,24;1;2;4;4;3;2;2;0;1
25;494000;4148020;4;2;2;99321;993;18088A00600033;6;33;3;0;1;1;5;;;;;;1,5;1,85;1,75;1,4;0,5;2,45;1,22;0,36;0,46;4478530;4,47853;45,92;44,01;0,05;71,93;41,89;0,05;88,64;986,12;983,95;968,78;991,8;980,12;959,85;991,8;3;83;2;55,96;74,82;808,49;5237,54;11578,4;2;2;4;4;3;2;2;0;1
26;494014;4148002;4;2;2;99321;993;18088A00600033;6;33;3;0;0;;5;;;;;;;;;;;;;;;4102270;4,10227;50,95;47,5;0,05;93,55;42,36;0,05;95,27;985,93;982,83;966,94;991,8;979,69;953,55;991,8;;;2;57,87;64,75;817,92;5257,76;11560,15;2;2;4;4;2;2;2;0;1
27;494003;4147983;5;2;2;99321;993;18088A00600033;6;33;5;0;0;1;6;1,45;1,2;0,95;1,74;1,65;;;1,44;1,1;0,6;1,58;0,95;;;6650540;6,65054;11,28;27,39;0,05;80,99;30,78;0,05;95,27;991,7;988,75;974,71;991,8;985,85;962,12;991,8;4;134;6;233,28;70,35;839,84;5255,74;11565,8;1;2;4;5;2;2;2;0;1
28;494085;4147974;4;2;2;99321;993;18088A00600033;6;33;10;0;1;2;1;3,7;2;1,5;7,4;11,1;;;3,45;1,93;1,38;6,65;9,18;1,2;0,74;2188900;2,1889;48,94;65,93;36,76;112,45;73,78;34,65;121;948,94;951,27;935,81;967,59;947,55;905,46;976,74;4;138;3;91,51;38,92;814,21;5333,97;11484,3;2;2;4;4;2;2;2;0;1
29;494038;4147888;5;2;2;99321;993;18088A00600033;6;33;5;0;1;1;4;1,1;1,2;0,85;1,32;1,12;;;1,02;1,3;;1,32;;1;0,5;4322260;4,32226;19,91;33,61;0,54;85,04;36,59;0;125,3;992,15;989,04;974,93;992,48;987,07;959,74;992,78;4;118;2;54,77;74,9;911,56;5327,98;11507,54;1;2;4;5;2;2;2;0;1
30;493939;4147762;5;2;3;99321;993;18091A00300001;3;1;;0;0;;1;2,65;2,3;1,8;6,09;10,97;;;;;;;;;;2849550;2,84955;0,54;0,7;0,04;1,28;0,91;0,04;1,57;992,39;992,24;991,85;992,55;992,21;991,75;992,75;;;6;206,21;186,79;1066,65;5295,67;11572,25;1;2;4;5;3;3;2;0;1
31;493933;4147760;5;2;3;99321;993;18091A00300001;3;1;1;0;0;;2;1,5;0,9;0,85;1,35;1,14;;;;;;;;;;2850780;2,85078;0,51;0,63;0,04;1,22;0,9;0,04;1,59;992,18;992,19;991,85;992,47;992,17;991,69;992,68;;;7;257,31;186,7;1070,99;5291,26;11577,59;1;2;4;5;3;3;2;0;1
32;494054;4147867;5;2;2;99321;993;18088A00600033;6;33;4;0;1;1;4;1,2;1;0,9;1,2;1,08;;;1,56;0,9;;1,4;;0,4;0,5;5403690;5,40369;42,27;48,73;0,44;126,92;47,02;0,19;146,66;992,47;989,24;977,11;992,84;985,22;948,75;993,09;4;117;2;34,05;56,99;925,17;5351,51;11486,74;1;2;4;5;2;2;2;0;1
33;494060;4147859;5;2;2;99321;993;18088A00600033;6;33;6;1;0;1;5;2,15;2;1,15;4,3;4,9;;;3,2;1,95;0,9;6,24;5,61;;;5569570;5,56957;52,27;55,75;0,44;145,86;49,19;0,44;146,66;992,76;989,16;967,2;993,09;984,51;945,42;993,1;3;100;2;45,44;50,7;930,53;5360,4;11478,92;1;2;4;5;2;2;2;0;1
41;494428;4147829;6;2;2;99321;993;18088A00600036;6;36;4;0;0;;;1,5;;0,9;;;;;;;;;;;;1883420;1,88342;38,12;46,18;28,84;79,73;57,08;28,84;105,49;943,52;945,12;930,96;958,36;943,26;919,44;967,34;3;100;1;347;28,93;712,02;5706,2;11115,41;2;2;4;1;2;2;2;0;1
43;494516;4147647;6;2;2;99321;993;18088A00600037;6;37;11;3;1;2;1;3,15;2,05;1,75;6,45;11,3;;;2,9;2;1,65;5,8;9,57;;;1564310;1,56431;48,99;57,08;37,34;94,83;63,84;1,31;125,08;983,76;982,41;966,87;997,37;981,43;944,07;998,66;3;94;2;48,55;75,98;803,93;5863,21;10984,59;2;2;4;4;1;2;2;0;1
46;494552;4147585;6;2;2;99321;993;18088A00600037;6;37;5;0;0;;3;1,45;1,35;0,75;1,95;1,46;;;1,8;1,1;0,98;1,98;1,94;;;3911810;3,91181;35,33;55,61;0,35;135,22;63,23;0,02;158,88;998,74;993,55;969,04;998,79;986,76;936,67;999,33;3;111;2;29,85;54,44;833,87;5922,73;10934,68;1;2;4;4;2;2;2;0;1
49;494472;4148024;6;2;2;99321;993;18088A00700014;7;14;8;0;1;2;2;2,1;1,15;1,25;2,4;3,01;;;2,05;1,4;1,2;2,87;3,44;0,5;0,57;2683890;2,68389;26,36;48,84;13,71;98,73;47,88;8,9;98,73;914,57;910,3;894,96;921,45;906,14;871,88;923,01;4;125;1;338;28,76;540,21;5666,58;11124,89;2;2;4;1;2;2;2;1;0
50;494556;4147885;6;2;2;99321;993;18088A00700016;7;16;2;0;1;;;;;;;;;;;;;;;;;2377380;2,37738;42,69;38,85;17,97;81,44;45,88;13,33;143,28;938,03;935,54;925,35;947,4;932,25;894,62;958,79;4;114;2;28,62;48,8;586,73;5800,36;11006,49;2;2;4;1;2;2;2;1;0
52;494798;4147889;6;2;2;99321;993;18088A00700017;7;17;8;0;0;1;1;;;;;;;;;;;;;;;1848930;1,84893;20,53;59,12;17,8;105,73;58;17,8;105,73;927,4;916,28;894,21;930,35;912,39;887,74;932,87;;;7;248,93;21,99;443,66;5980,85;10774,42;2;2;4;1;2;2;2;1;0
53;494621;4147747;6;2;2;99321;993;18088A00700016;7;16;6;0;0;;;;;;;;;;;;;;;;;2873910;2,87391;18,59;67,56;2,98;120,4;76,56;2,98;147,89;994,63;986,67;961,46;998,62;978,95;928,62;998,73;;;6;232,61;68,33;661,7;5915,83;10907,85;1;2;4;4;3;2;2;1;0
55;494678;4147698;6;2;2;99321;993;18088A00700016;7;16;5;0;1;2;2;1,95;1,4;1,5;2,73;4,09;;;2;1,3;1,3;2,6;3,38;0,5;0,5;5230540;5,23054;31,04;28,65;0,56;71,14;31,55;0,25;74,15;999,09;995,84;982,54;999,17;993,82;973,61;999,24;4;128;4;136,88;73,84;668,91;5988,04;10840,29;1;2;4;4;2;2;2;0;0
58;494782;4147681;6;2;2;99321;993;18088A00700016;7;16;6;0;1;2;5;1,5;1,5;1,35;2,25;3,03;;;1,6;1,3;;2,08;;1;0,5;5707130;5,70713;23,03;30,39;1,31;62,59;31,44;1,03;82,71;1000,17;996,44;986,6;1000,33;993,7;970,52;1000,66;4;116;1;352,11;53,86;622,89;6089,71;10735,37;1;2;4;4;2;2;2;0;0
62;494723;4147439;6;2;2;99321;993;18088A00600037;6;37;5;0;0;2;2;1,75;1,2;1,3;2,1;2,73;;;1,6;1,15;0,95;1,84;1,74;;;2715880;2,71588;6,37;10,09;0,19;24,83;9,24;0,19;26,73;1001,61;999,75;995,14;1002,04;999,54;993,82;1002,13;4;135;7;261,16;23,05;833,97;6140,84;10734,17;1;2;4;4;2;2;2;0;1
64;495259;4147711;7;3;2;99321;993;18088A00700017;7;17;2;0;0;;;;;;;;;;;;;;;;;135604;0,135604;85;63,41;16,9;122,61;51,27;8,43;136,4;906,11;906,98;891,77;927,65;909,27;881,76;932,81;;;7;283,68;18,33;285,74;6422,7;10282,53;2;2;4;4;3;2;2;1;0
65;495478;4147454;7;3;2;99321;993;18088A00800001;8;1;10;2;1;1;1;3,4;1,9;1,55;6,46;10,01;;;3,41;1,95;1,7;6,64;11,3;0,93;0,7;2700220;2,70022;2,26;32,5;2,26;76,93;31,05;2,26;85,88;961,43;956,38;941,69;961,43;954,27;933,39;961,8;5;161;4;128,83;100,92;468,52;6759,96;10004,69;2;2;4;4;1;2;2;0;0
