RA,DEC,dis_arcsec,img_possi,img_ps
296.51004,11.509284,417372.48760734,,
312.1102,49.266,417416.60960233,,
308.22974,44.89716,417596.02627944,,
59.32897,30.706083,417650.21626959,,
351.447,63.654243,417710.25327813,,
316.3175,52.53664,417945.48282551,,
296.31458,6.7530646,418025.37359344,,
311.98267,48.78067,418151.09730399,,
296.19034,2.7438617,418168.92788624,,
296.4679,8.398555,418184.58893433,,
62.94452,13.916666,418319.01222841,,
309.41415,45.933056,418338.59725218,,
312.10956,48.77367,418414.36488686,,
296.28204,3.2032645,418456.22330904,,
43.28503,52.545307,418592.81794542,,
52.36046,43.386894,418849.82471621,,
50.7484,45.437443,418888.3817924,,
305.7351,40.50211,418915.04155054,,
356.15836,63.511726,419126.89215559,,
315.72696,51.558296,419161.6461874,,
51.098038,44.79779,419266.88985145,,
339.95718,61.681217,419273.07332126,,
322.80225,55.931416,419404.49411947,,
296.6019,1.7624003,419717.97848476,,
310.3377,46.23289,419757.92939818,,
315.689,51.249783,419789.52152775,,
296.64523,2.6404588,419812.96244181,,
11.178634,62.79659,419925.77487658,,
299.81888,25.522362,419985.38560108,,
311.88513,47.754517,420013.94233236,,
311.30695,47.14016,420046.33177372,,
311.58044,47.373608,420149.7519664,,
58.518417,30.575386,420188.27970063,,
346.76178,62.490917,420188.38137606,,
43.474,51.71145,420196.78976059,,
15.762023,62.139706,420218.43973055,,
352.55392,62.990616,420348.13271202,,
310.6411,46.21778,420429.70672292,,
54.112972,39.74892,420437.50697076,,
62.688885,10.677381,420480.08220488,,
317.37448,52.19173,420521.74595636,,
340.4214,61.388298,420550.85203104,,
297.10803,7.9673367,420570.97954486,,
357.80576,63.1323,420647.10623543,,
345.03696,62.116226,420698.24368802,,
311.94983,47.443996,420762.55010541,,
311.57587,47.040398,420794.84138388,,
312.5729,47.972195,420954.41996779,,
351.4928,62.73488,420986.51621469,,
58.705467,29.200277,421069.64359724,,
60.90517,21.037643,421166.31833248,,
313.88992,49.095276,421192.63263828,,
349.65625,62.518547,421193.37665811,,
314.91238,49.935284,421302.79040638,,
311.34604,46.519287,421333.99748848,,
316.843,51.437542,421372.4768188,,
45.125134,49.771446,421590.87129042,,
355.64526,62.79591,421628.7530048,,
32.837036,57.063812,421857.75098987,,
297.50146,8.233536,421899.96767318,,
317.0386,51.32098,421978.81986581,,
311.34436,46.133957,422075.27966782,,
318.66214,52.41014,422131.27267241,,
44.77725,49.804688,422160.36563105,,
27.298765,58.94039,422238.09684589,,
311.89072,46.517143,422472.26735801,,
309.25272,43.414463,422506.39506699,,
319.86993,52.964638,422713.11542234,,
319.13333,52.395634,422932.49761932,,
317.62167,51.335453,422946.00118629,,
62.339928,5.7756305,423027.84056113,,
318.22894,51.728607,423046.06654161,,
316.72836,50.586845,423124.55407734,,
311.3313,45.55657,423156.98605033,,
311.70535,45.942398,423206.67657838,,
311.74756,45.951,423278.92261965,,
318.88272,52.071938,423307.88929171,,
311.49127,45.641212,423335.44201973,,
311.6074,45.763115,423346.93020434,,
312.2264,46.35521,423488.33051909,,
314.80112,48.82826,423496.57111912,,
311.75742,45.830875,423533.07202822,,
311.75912,45.780567,423634.30498508,,
348.85196,61.72543,423700.6840067,,
311.78458,45.758286,423731.39408993,,
49.924725,43.72248,423819.00876804,,
298.8525,15.31822,423853.0036745,,
349.3581,61.73358,423856.27900843,,
311.8636,45.772293,423871.23620283,,
303.4584,32.400707,423873.50637987,,
60.101986,20.922329,423894.76778365,,
318.50275,51.548042,423934.85000542,,
61.905426,8.46227,423943.54361141,,
319.011,51.893032,423950.88548678,,
62.19556,2.3123646,424007.42259936,,
318.36682,51.40457,424048.00736038,,
349.6339,61.70664,424048.09673433,,
61.64769,10.876593,424073.98802501,,
61.125237,14.987734,424099.24241663,,
312.1349,45.912956,424167.98851287,,
342.86728,60.758034,424181.46605495,,
298.9171,15.001167,424238.15127565,,
312.13617,45.86573,424263.26948801,,
305.4098,36.263847,424266.85479627,,
319.8356,52.282993,424341.22375074,,
309.969,43.280315,424375.38356398,,
301.64896,26.89649,424445.35753396,,
297.9988,4.493007,424458.80747246,,
304.53058,34.304478,424513.69876957,,
303.26184,31.367907,424527.25045337,,
57.882153,28.030247,424759.50868401,,
303.256,31.136162,424778.97525252,,
317.9966,50.79497,424856.81787227,,
318.96616,51.448814,424947.69318423,,
60.896263,14.769652,424998.54873796,,
41.21168,51.300003,425007.11202696,,
47.71142,45.64701,425013.31310828,,
302.2189,28.024828,425072.99574722,,
303.6116,31.634129,425229.53801986,,
303.5578,31.461143,425277.99547389,,
330.71457,57.219433,425443.95072121,,
303.67007,31.583656,425458.63995053,,
61.766933,-0.2417602,425638.05527724,,
43.767937,49.03868,425719.58535491,,
54.42087,35.529774,425741.88974078,,
319.1248,51.2185,425767.49757881,,
319.4223,51.39297,425841.69488475,,
302.57678,28.253183,425925.69301755,,
299.0785,12.308125,426055.39877281,,
318.74005,50.783993,426158.15793451,,
302.7644,28.429066,426309.99897075,,
302.5147,27.629025,426380.28477045,,
7.9439983,61.252483,426406.79817082,,
353.5158,61.338615,426460.43982143,,
319.53595,51.21104,426472.22377457,,
300.82568,21.479074,426525.28283842,,
302.5148,27.469507,426542.98481065,,
298.69455,6.549264,426564.32157547,,
302.59818,27.682625,426580.68083663,,
310.05087,42.1247,426621.72324808,,
60.47525,14.230155,426722.00055404,,
331.07764,56.911118,426761.70350743,,
356.79852,61.36508,426909.98560455,,
309.0792,40.603058,426942.69820848,,
320.3463,51.548115,426980.11926269,,
320.00198,51.31815,426982.61972884,,
319.84534,51.18027,427061.18227824,,
320.28928,51.47257,427073.81498348,,
338.0187,58.871693,427120.92871708,,
317.9778,49.793194,427166.01979856,,
319.82928,51.125725,427167.70092667,,
302.8301,27.622164,427351.58900326,,
60.04097,15.777727,427400.50968752,,
34.194984,54.434013,427524.26720171,,
302.95752,27.802422,427553.56609789,,
301.23303,21.861116,427557.42154814,,
303.16425,28.282984,427675.421966,,
303.01648,27.857658,427675.53819473,,
320.35236,51.21821,427804.73641613,,
318.44894,49.86627,427826.61516337,,
20.252272,59.05527,427837.16046388,,
332.75546,57.119473,427893.71287924,,
303.25464,28.331089,427897.69373823,,
353.78934,60.93782,427951.69126759,,
303.06396,27.686571,427998.91136453,,
336.54697,58.22271,428000.12696742,,
352.8462,60.86077,428007.15450432,,
320.77283,51.298603,428292.95241974,,
59.84875,15.227656,428362.14719419,,
299.08612,3.4428346,428503.00815204,,
319.54416,50.377083,428504.90616377,,
319.95053,50.651867,428525.96571874,,
351.88235,60.63402,428556.4339511,,
50.986282,39.519302,428588.26744518,,
320.88373,51.228462,428648.02614861,,
27.338934,56.823708,428703.43440204,,
343.3195,59.502533,428715.00928467,,
320.33835,50.755203,428921.52159297,,
60.306988,10.302283,429003.51308552,,
36.261288,52.78842,429066.93013633,,
351.20013,60.418972,429116.06231615,,
319.3811,49.994534,429145.5172354,,
306.4474,34.710423,429238.61194262,,
300.41916,15.133689,429333.4087387,,
46.532513,44.650787,429485.30091054,,
19.991913,58.60106,429531.27275836,,
354.62268,60.521233,429610.78876159,,
58.301594,21.17803,429616.74356632,,
30.14129,55.482574,429635.33718858,,
321.23035,51.054916,429645.28627636,,
41.977493,48.750324,429663.84567747,,
29.067986,55.883644,429680.43484068,,
59.81512,12.771257,429709.62201851,,
319.39587,49.75853,429736.56671343,,
321.2824,51.032734,429785.46071978,,
321.28476,51.028698,429799.41196145,,
302.99817,25.545527,429951.00544652,,
57.326015,24.197338,430200.52755828,,
28.656815,55.850468,430240.1846333,,
303.43402,26.551462,430305.02263832,,
319.27332,49.426228,430316.05010951,,
319.27322,49.424534,430319.9090532,,
320.2966,50.117283,430414.56771402,,
320.43042,50.17421,430501.69996484,,
35.573593,52.624287,430513.70951274,,
37.59203,51.417934,430609.9547025,,
318.7257,48.88236,430628.67835801,,
322.9598,51.74212,430634.31092917,,
43.1819,47.32442,430639.10846706,,
60.23259,4.838185,430742.56657023,,
59.089867,15.538385,430791.66793709,,
322.58514,51.419765,430883.89652291,,
322.86826,51.421925,431321.68653967,,
56.44135,25.85386,431395.80787154,,
28.35701,55.5717,431412.78253479,,
323.02518,51.35952,431728.19093867,,
304.02042,26.849691,431802.9381184,,
19.7967,57.953926,431819.66914718,,
304.07248,26.83572,431977.55858882,,
59.347607,11.277037,431996.44961825,,
322.1304,50.66156,432096.9166102,,
300.11966,3.479477,432210.25941294,,
323.27783,51.28864,432305.88214521,,
300.12305,2.5812104,432321.57409723,,
352.10715,59.556137,432451.34095305,,
33.14133,53.1484,432519.78741062,,
348.1829,59.128666,432533.23003393,,
315.9662,45.663002,432582.51752434,,
59.25202,10.21519,432753.08465361,,
301.49283,15.417575,432856.79321936,,
58.456734,15.637522,432901.15537975,,
320.431,49.171352,432950.68068804,,
319.92816,48.80489,432955.16442335,,
2.8848844,59.655285,433087.98028648,,
17.7119,57.9998,433145.79768362,,
329.42206,54.089108,433183.97484907,,
339.15735,57.273727,433252.17517572,,
35.298634,51.671577,433468.07938347,,
350.96008,59.071186,433812.05214051,,
56.827843,21.915264,433818.89227017,,
5.5787,59.331585,433827.43207993,,
35.09267,51.651424,433829.5612487,,
56.90494,21.306126,434080.56616282,,
318.83957,47.487167,434091.53093761,,
303.24185,21.60211,434311.17028483,,
302.17386,16.687466,434405.25840358,,
320.4453,48.55681,434466.16747647,,
303.3574,21.856245,434470.46194343,,
300.76593,3.1024985,434577.41935758,,
354.01498,59.06788,434682.54680114,,
323.09177,50.23235,434745.76656475,,
3.685629,59.148808,434809.56211185,,
303.62567,22.30579,434948.28787202,,
304.40427,24.733843,435156.40565545,,
305.27786,27.27124,435193.27477249,,
306.51428,30.34628,435229.5202978,,
303.75787,22.4286,435266.16074989,,
304.61823,25.289137,435268.64139047,,
304.17038,23.667551,435450.07834798,,
348.15216,58.237953,435633.81573386,,
29.581127,53.645195,435715.72987162,,
46.88752,41.01155,435760.01421408,,
319.68692,47.4051,435851.28395079,,
358.62274,58.918716,435856.70488076,,
58.87424,3.140447,435865.73852518,,
314.15985,42.17979,435893.16677321,,
325.7454,51.345623,435898.28545117,,
303.81894,21.884619,435942.7683254,,
46.74972,41.055702,435995.234545,,
314.03717,41.961174,436046.78070218,,
348.4565,58.066853,436369.13964784,,
325.4802,51.00273,436430.62634127,,
56.151432,21.418484,436441.8754624,,
320.5829,47.83202,436461.54518593,,
304.45847,23.499454,436526.41773588,,
314.1109,41.785763,436555.52799062,,
320.1773,47.46719,436602.40272153,,
345.25635,57.503136,436690.81663684,,
303.6171,20.12067,436760.26492874,,
305.5524,26.60925,436762.66111496,,
3.7974749,58.586674,436811.50449266,,
326.7104,51.442955,437041.39645973,,
308.76794,33.643406,437106.70998444,,
347.97906,57.79187,437112.24463206,,
305.9003,27.216278,437148.07219221,,
3.4335651,58.494026,437194.63218703,,
332.3889,53.924015,437229.81466686,,
306.68637,29.085737,437302.11915931,,
302.2176,11.66866,437307.99004905,,
6.700014,58.244976,437447.34495173,,
327.0959,51.488747,437468.20965838,,
304.48553,22.543747,437505.1685226,,
306.22675,27.74886,437525.57312485,,
56.533314,18.38095,437598.15885843,,
321.88174,48.29752,437615.14925165,,
303.9668,20.031786,437984.31321543,,
58.153244,5.776626,437998.33044515,,
303.57675,18.294521,438029.83882767,,
319.99777,46.660713,438183.20058059,,
326.89783,51.1131,438222.49143594,,
304.0398,19.843225,438377.25035975,,
56.31702,18.189426,438462.54262441,,
357.39435,58.113766,438657.79802396,,
319.57904,46.115944,438669.14996111,,
326.94363,50.949253,438741.22369333,,
327.39627,51.144325,438854.88783818,,
321.07043,47.166435,438948.43086826,,
53.54703,27.080566,438982.09726435,,
314.03214,40.435066,438986.30045528,,
53.5446,27.06125,439011.63978306,,
304.66248,21.353012,439146.58788266,,
303.9439,18.14286,439370.45797679,,
327.91095,51.15096,439569.69379069,,
328.18802,51.275105,439611.08601199,,
303.54916,15.765746,439672.81195916,,
328.24847,51.2662,439720.86752616,,
328.32498,51.300232,439731.78244284,,
47.544895,37.920742,439826.17660947,,
51.902973,30.26195,439930.02037456,,
320.19748,46.046528,440005.27532998,,
302.7808,9.912675,440033.95535414,,
320.4688,46.248775,440038.12350355,,
319.73035,45.63367,440079.45059516,,
304.6515,20.107224,440176.6476529,,
302.52362,6.725445,440181.23549313,,
351.09863,57.276974,440210.57654479,,
18.43474,55.660793,440473.37595715,,
357.46744,57.57873,440588.63896055,,
302.51224,2.9981763,440864.16178459,,
304.5135,18.565342,440954.89864225,,
3.1259072,57.437332,441029.67625572,,
350.61606,56.964104,441139.26315787,,
306.8521,26.25377,441142.77990948,,
305.60455,22.354177,441278.14943369,,
54.831215,20.709122,441360.1072664,,
47.078938,37.47228,441775.39006458,,
303.63065,12.547774,441810.31877358,,
315.64478,40.857605,441856.24840374,,
51.224792,30.16599,442017.44969714,,
303.42938,10.56042,442047.94415532,,
304.70938,17.866362,442140.30399428,,
302.87405,1.8477163,442277.27558305,,
304.56876,16.927492,442350.94593509,,
304.75806,17.607391,442496.27966517,,
56.93921,4.9740057,442513.63661123,,
310.52344,33.04932,442797.53014865,,
304.87073,17.608814,442873.55325333,,
304.93213,17.86781,442885.63385088,,
48.133266,35.171032,443025.89161719,,
304.51224,15.626323,443046.46893355,,
49.168346,33.431572,443050.56869085,,
304.4393,15.029899,443180.76877753,,
358.5657,56.806747,443453.43444128,,
348.84952,56.084774,443487.84059286,,
313.01834,36.549965,443643.25059822,,
330.91364,51.158676,443645.58725178,,
329.6246,50.543297,443692.07418082,,
51.217606,28.896065,443721.52996707,,
303.31274,2.7979124,443764.3111199,,
310.74854,32.730705,443898.81764485,,
51.62727,27.755852,443960.36386181,,
316.47726,40.742596,443966.27700205,,
305.1209,16.881872,444247.53497702,,
48.851223,33.15808,444335.74827916,,
56.335747,6.2235193,444382.74722809,,
304.37332,12.386259,444477.4282831,,
345.40295,55.24233,444542.60482977,,
25.52006,52.21784,444834.93497706,,
305.067,15.586563,444963.52901327,,
357.24435,56.342045,445009.86221911,,
43.24892,40.515568,445046.02944359,,
305.37772,16.881842,445114.20265297,,
19.945833,53.873253,445162.31070863,,
331.0242,50.595196,445441.5061312,,
43.443386,40.09137,445468.88896755,,
47.44821,34.775787,445475.24184861,,
53.958458,19.133938,445573.63706276,,
51.608974,26.460249,445598.87684176,,
308.2531,25.940115,445795.17000385,,
328.99484,49.44777,445916.83893601,,
55.97808,4.417434,446065.553115,,
305.58395,16.46931,446108.57464652,,
308.8506,27.026691,446299.37240651,,
54.395626,16.091755,446445.17924153,,
47.906895,33.217873,446800.06440478,,
53.141163,20.738846,446844.4704892,,
305.8536,16.678308,446868.82545134,,
306.13867,17.886744,446908.91648712,,
305.39896,14.19296,446995.62344541,,
53.6459,18.532389,447107.95700269,,
53.23559,20.00588,447201.35389446,,
53.997704,16.726307,447335.54737764,,
52.90526,20.865667,447493.47690103,,
349.11606,54.93433,447643.4204151,,
308.6003,25.23575,447683.5460125,,
55.453907,5.6027102,447688.30488138,,
312.0436,32.56529,447699.64358226,,
52.427834,22.226402,447711.48734051,,
50.831165,26.579834,447811.80157333,,
53.361626,18.728163,447889.59831882,,
309.29004,26.69706,448032.98919178,,
306.48364,17.823526,448112.10726159,,
337.64954,52.20146,448309.55876197,,
55.08298,7.0251927,448622.27720689,,
313.09366,33.735245,448637.23482851,,
304.8451,5.5826893,448762.02788202,,
311.08295,30.032627,448830.37516509,,
335.0549,51.1351,448837.20017215,,
308.16183,22.84294,448956.63943759,,
305.0895,7.809635,448981.22374636,,
310.49277,28.672237,449032.46980026,,
306.90073,18.292654,449122.93000734,,
335.1697,51.065662,449184.806267,,
313.66385,34.269855,449242.5504687,,
309.8627,26.975552,449405.93162797,,
54.942677,5.5323176,449532.94988123,,
347.61905,54.169292,449547.5411203,,
313.6957,34.097137,449620.09953451,,
313.998,34.50513,449711.52360849,,
314.5645,35.318035,449745.59707112,,
54.833866,5.9962325,449804.07037099,,
309.4396,25.612316,449815.40566113,,
305.05005,3.596141,449895.40322974,,
51.869114,21.696281,450035.39856991,,
54.757477,6.0643454,450058.67599903,,
327.79398,47.29207,450082.03096643,,
305.3025,6.0423727,450278.67830829,,
318.5545,39.89823,450376.54021318,,
328.9689,47.78919,450537.42792671,,
50.55518,25.01935,450539.78715436,,
309.50653,25.154066,450569.84836922,,
336.9173,51.232075,450620.08271306,,
53.222298,15.761794,450661.3559903,,
320.49414,41.64332,450758.10565497,,
329.1132,47.781754,450777.91895497,,
308.17938,20.992197,450888.60237616,,
339.45016,51.94632,450907.84788204,,
351.27072,54.26222,450941.8538324,,
50.717255,24.20228,450988.74968848,,
26.589357,49.71724,451161.0740499,,
305.48047,4.9905167,451172.8858021,,
320.07883,41.050632,451207.78381603,,
314.52432,34.404118,451255.28416775,,
310.40558,26.77531,451291.63716342,,
318.35342,39.245533,451295.00383759,,
324.23502,44.49392,451320.00832979,,
342.3148,52.579494,451354.20989825,,
315.3381,35.45079,451472.11479091,,
50.89549,23.115751,451646.59166812,,
356.57297,54.43549,451768.62723071,,
53.470463,12.717432,451782.66217957,,
308.29977,20.469395,451784.73093496,,
314.20407,33.601395,451803.46806065,,
330.0032,47.874264,451853.42033842,,
342.4467,52.4091,452031.13590554,,
6.844859,54.13622,452048.77838268,,
315.14578,34.849125,452070.10355143,,
318.9368,39.489063,452099.70253718,,
50.44073,23.940132,452150.52361228,,
54.157017,5.736429,452289.55930573,,
337.80743,50.980488,452368.62708711,,
326.43207,45.59822,452382.46159658,,
307.95227,18.525652,452417.14403092,,
41.094032,39.265766,452503.37106294,,
339.10214,51.306942,452642.77283308,,
314.96094,34.21947,452712.90681433,,
326.90646,45.74342,452805.32482947,,
309.3127,22.654531,452806.8614267,,
327.36758,46.028957,452814.09757056,,
310.75797,26.399567,452835.11445924,,
10.039765,53.555603,452876.9870426,,
321.1968,41.35531,452882.01059722,,
17.856293,52.07132,452908.59236527,,
340.69998,51.68794,452917.17859918,,
307.42755,15.637928,452957.20094958,,
307.49963,15.656359,453188.47053753,,
38.24582,41.721836,453191.57709156,,
44.043365,35.35421,453210.81255989,,
306.0923,5.168456,453321.56201584,,
26.827087,48.890285,453333.03052737,,
341.56332,51.687054,453689.51581928,,
309.65884,22.800362,453742.81585975,,
52.590473,14.427756,453743.68849586,,
52.988537,12.204757,453748.91203884,,
308.34662,18.449814,453789.60630589,,
44.4005,34.502106,453857.74816394,,
355.00262,53.749676,453926.83534107,,
52.217243,15.923615,453950.7389715,,
337.03366,50.191624,454030.96847521,,
53.52776,7.0186043,454159.83320344,,
321.47803,41.01633,454245.80604592,,
325.33972,44.124413,454278.31435885,,
51.271053,19.08795,454481.65403344,,
318.02603,37.207836,454706.74809295,,
319.20996,38.47559,454860.9919831,,
310.21606,23.214323,455034.16665858,,
49.596535,23.713331,455045.58630292,,
49.42951,24.115269,455091.82495318,,
52.787918,10.864585,455170.20591539,,
308.94528,19.025393,455250.83932581,,
339.0283,50.413002,455454.72312945,,
338.59824,50.25772,455509.58518516,,
317.08603,35.576214,455618.28480325,,
327.20425,44.843586,455707.16491287,,
310.17355,22.430449,455778.93245503,,
306.81238,4.1917863,456111.91746843,,
318.17752,36.67108,456144.2734919,,
51.394,16.5544,456241.67523552,,
309.1689,18.468702,456494.20350918,,
309.16287,18.408062,456528.72677141,,
347.30237,52.093002,456565.64718074,,
310.51978,22.358097,456955.57047705,,
312.0067,26.087683,456999.66125685,,
322.40054,40.556686,457236.61181001,,
11.085051,52.13957,457322.56021475,,
310.60776,22.082073,457540.55778062,,
310.49414,21.672964,457626.29384943,,
307.66455,8.8594885,457699.45555063,,
43.248096,33.966015,457792.6640967,,
322.8185,40.687122,457801.50085507,,
307.17297,-0.2541531,457821.15321242,,
348.92902,51.987274,457862.17759388,,
313.68225,28.793526,458092.790771,,
321.7214,39.54564,458110.20759193,,
358.63596,52.716232,458177.06774583,,
52.652977,3.1323493,458214.2268665,,
325.26788,42.361958,458606.99034374,,
352.9619,52.262478,458654.90459522,,
317.1604,34.029346,458721.6015918,,
15.681383,50.767662,459042.77437553,,
38.641968,38.743374,459112.92214912,,
339.61218,49.29949,459649.0183936,,
52.101215,5.302177,459749.48244389,,
318.0787,34.627853,459911.1533799,,
48.890945,21.25,460049.4169402,,
317.5854,33.875336,460094.23078116,,
39.864357,36.988377,460129.74403091,,
331.33206,45.633137,460243.25668881,,
24.626064,47.54033,460279.52412347,,
308.4605,9.217222,460350.85629214,,
51.640495,8.338871,460373.97504917,,
345.58838,50.625027,460477.92909694,,
309.71008,15.867238,460511.72505611,,
319.04065,35.519516,460535.41569771,,
314.47696,28.55936,460724.30904866,,
311.50864,21.483727,461068.66829262,,
11.371386,51.011917,461100.33144671,,
309.67502,14.945475,461107.41288906,,
308.10492,-1.124148,461146.58010426,,
310.64807,18.685349,461170.66950575,,
309.59882,14.371678,461271.46798373,,
345.75778,50.40771,461342.48127085,,
329.4899,44.186474,461357.40126543,,
318.20636,34.00476,461427.07917483,,
45.390427,28.330675,461453.83070492,,
49.36255,18.167425,461623.90453879,,
309.05814,10.796593,461663.43549866,,
308.27167,-1.6775745,461708.27327837,,
354.22098,51.49475,461786.21403983,,
345.0672,50.12032,461813.01221038,,
328.07312,43.080494,461912.69157298,,
317.49313,32.759388,461923.76137855,,
322.9288,38.92253,462136.12869538,,
10.66716,50.824753,462142.73903616,,
316.48346,31.047693,462276.30899809,,
332.7231,45.557144,462553.19655388,,
354.58362,51.3064,462560.34610712,,
328.8129,43.29595,462632.28980663,,
317.85452,32.78988,462808.00349387,,
38.203472,37.424362,463008.52497242,,
308.67438,2.5865932,463059.61401927,,
309.017,6.8676047,463264.85561977,,
310.01846,13.564502,463281.74574543,,
309.0472,7.0906134,463293.54606003,,
324.75726,40.01641,463385.21081416,,
45.524315,26.58003,463668.29468845,,
328.6847,42.759174,463852.03398596,,
319.4185,34.19837,464093.38280134,,
320.58173,35.558334,464175.06329748,,
30.632265,43.071102,464200.49032998,,
48.29405,19.108637,464221.90336843,,
325.6397,40.36101,464319.60603083,,
325.7588,40.43202,464380.27092353,,
50.46227,8.512416,464467.17463704,,
310.6182,14.658804,464533.908872,,
45.578663,25.766779,464669.71681542,,
47.11613,22.109213,464706.65929879,,
314.3665,25.538168,464827.04011265,,
348.51297,49.921936,464828.81398067,,
40.524338,33.87791,464867.63017517,,
355.67722,50.712727,464954.5880017,,
337.2054,46.75893,464996.53016928,,
311.55588,17.42289,465356.17212812,,
311.87662,18.517076,465370.55379229,,
309.54904,4.441479,465865.5618187,,
310.73553,13.315401,465918.72961925,,
316.2184,28.3758,465974.91925715,,
309.8269,6.9770765,466106.27690968,,
310.7456,12.9580555,466200.52680836,,
318.0401,31.154783,466276.33683144,,
311.21594,14.915158,466366.03896907,,
310.78708,12.842191,466422.2996921,,
352.2273,49.96589,466535.8247714,,
329.90955,42.542904,466575.0642674,,
325.53662,39.34202,466617.52024415,,
310.33932,9.627163,466766.97133523,,
338.86664,46.821434,466781.92756033,,
49.48225,10.693272,466821.8330049,,
310.14868,7.9515986,466868.04102905,,
44.935993,25.43626,467056.11186489,,
310.75818,11.464375,467208.19158746,,
322.82678,36.423695,467560.46633489,,
311.7888,15.697696,467662.21691504,,
349.6322,49.276844,467721.52111632,,
317.04965,28.54515,468049.07799437,,
316.75665,27.93507,468210.95798732,,
324.0251,37.28151,468303.63017303,,
335.36887,44.871155,468383.50772141,,
49.31842,8.570497,468481.89004026,,
310.87238,9.917552,468487.88774304,,
335.84088,45.03845,468526.22587366,,
327.66217,40.25589,468544.00245292,,
30.639631,41.457466,468547.00257956,,
310.42596,5.4219227,468748.59560967,,
338.46646,45.992172,468938.01124413,,
311.9224,14.563253,469044.12304189,,
312.144,15.408474,469103.86296572,,
310.72327,7.136642,469232.06389817,,
327.71286,40.006702,469282.01464868,,
317.28943,28.103828,469449.34762065,,
47.41732,16.682323,469454.60702487,,
36.940094,35.801453,469473.2093775,,
310.57727,4.262341,469590.09181431,,
318.30008,29.637728,469666.54845888,,
327.7279,39.78007,469892.44709756,,
36.27332,36.249588,469993.79237488,,
33.150055,39.050777,470001.75023885,,
326.01645,38.333565,470067.56359641,,
336.57364,44.84942,470092.08589696,,
311.10062,7.720677,470336.60651841,,
328.81433,40.38883,470384.26913376,,
351.14096,48.70895,470496.50109763,,
326.84158,38.844814,470499.00157097,,
322.0659,34.231174,470518.34473922,,
47.83472,13.585012,470626.84788947,,
316.82117,26.455784,470726.28576996,,
328.48227,39.995018,470788.30420498,,
21.487276,45.415176,470813.67549231,,
22.79974,44.865154,470871.46290427,,
328.78467,40.14409,470971.48388432,,
311.4483,8.9230795,471019.59501074,,
326.2803,38.138947,471091.0045415,,
327.19928,38.83886,471235.08027732,,
322.37698,34.20895,471314.83947862,,
335.79935,44.09667,471324.65982793,,
336.01044,44.140625,471486.39505165,,
30.172855,40.66027,471531.33744201,,
335.08047,43.654984,471625.21934445,,
329.32452,40.162357,471934.79373033,,
316.40573,24.764599,472031.68040189,,
341.1381,45.93035,472181.09088927,,
311.96188,9.968651,472279.40778887,,
348.06012,47.671368,472354.02533674,,
332.8959,42.22896,472445.53586812,,
47.431824,12.960934,472468.99913072,,
319.11743,29.26873,472551.10853041,,
37.370197,33.83616,472715.1022601,,
47.32396,13.121862,472721.5977848,,
357.64642,48.486305,473295.33738508,,
351.98422,48.01329,473345.54340748,,
311.64322,4.3267097,473393.47692988,,
349.6311,47.63044,473478.3667762,,
322.76587,33.6004,473544.21012491,,
28.91249,40.734104,473587.32142502,,
336.41235,43.588573,473723.1520759,,
312.8832,12.432581,473931.62268214,,
313.43408,14.491999,474234.43193335,,
313.17322,13.20552,474364.18078531,,
355.1691,48.038727,474402.66124136,,
319.95197,29.490513,474422.41900548,,
313.5611,14.693862,474495.84963731,,
349.0233,47.211876,474571.0301523,,
319.41293,28.481146,474750.31713306,,
317.1789,24.469372,474775.70989643,,
47.035847,11.52716,474829.32715074,,
312.6918,9.865925,474893.89353807,,
39.28521,30.261332,475034.66981505,,
47.642914,6.5611634,475257.11138754,,
342.4052,45.37252,475338.77692965,,
358.27164,47.849884,475655.49378024,,
40.135384,28.640593,475713.64776019,,
6.9590163,47.387814,476010.30610089,,
313.36798,11.812064,476036.91994682,,
312.52087,4.4121842,476515.28035726,,
349.551,46.651608,476848.77497001,,
317.08868,22.800531,476884.61843247,,
331.6047,39.850933,476932.42982158,,
323.9649,33.35361,476965.13212812,,
323.4888,32.790867,477021.45003644,,
336.59702,42.535778,477181.0682663,,
326.21875,35.536377,477215.16948824,,
334.56982,41.47344,477301.21442506,,
11.970118,46.224,477337.96485924,,
44.176605,19.311085,477350.94437595,,
331.74545,39.755463,477446.06206845,,
324.85156,34.06427,477495.75139859,,
47.118763,4.5493007,477769.79148802,,
330.35745,38.689438,477785.7724008,,
46.24088,10.943459,477970.2417348,,
46.91868,6.086102,478008.20833136,,
0.7077563,47.15488,478227.83716046,,
323.41727,32.119904,478261.93230707,,
358.35327,47.101852,478354.19294971,,
323.73163,32.412685,478419.46369542,,
317.12762,21.697985,478502.78344862,,
342.76547,44.489216,478617.63301368,,
336.10953,41.818287,478634.14397427,,
324.78333,33.344322,478938.23302064,,
333.14685,40.081463,478976.42386251,,
346.55502,45.3791,479128.47286495,,
315.8244,17.717031,479136.6334863,,
350.79858,46.202198,479141.85869122,,
15.600529,44.815414,479152.60759369,,
328.4532,36.702515,479156.48968602,,
359.51132,46.89009,479188.653118,,
313.59396,7.178996,479404.15364396,,
314.68564,13.344202,479430.42344941,,
313.3194,3.4240403,479602.89376041,,
333.73666,40.04468,480077.74738859,,
353.8198,46.270374,480282.93051326,,
320.8643,27.620384,480288.64166778,,
27.83379,38.971554,480360.21888084,,
333.91306,40.04536,480370.92996617,,
