# Table of all VLT and Keck da/a values.
#
# This file gives the values of da/a = (delta alpha)/alpha
# from the Keck and VLT absorbers used in the many multiplet
# analysis for King et al. (2012), "Spatial variation
# in the fine-structure constant - new results from
# VLT/UVES", MNRAS, 422, 3370, 2012, arXiv:1202.4758.
#
# The Keck values are from Murphy et al. (2004, Lecture Notes Phys.,
# 648, 131, astro-ph/0310318). See also Murphy et al. (2009, MmSAIt,
# 80, 864, arXiv:0910.2699).
#
# Description of columns:
# - All quasars are identified by their J2000 name.
# - z_em gives the emission redshifts of the quasars.
# - z_abs gives the absorption redshifts of the absorbers.
# - da/a gives the value of (delta alpha)/alpha.
# - err gives the statistical error on da/a derived only from
# photon counting statistics (i.e. from the covariance matrix).
# - Both da/a and err are given in units of 10^(-5).
# - Sample gives A, B1, B2, or C as given in Murphy+2009
# for the Keck sample, and D for the VLT sample
# - Source specifies whether the da/a values is from the Keck
# or VLT samples.
# - sig_rand_flag determines which systems an extra error
# applies to (designed to account for excess dispersion in the
# data about different models).
# - Outlier indicates whether the system was identified
# as an outlier and removed from consideration (0=no, 1=yes).
#
# sigma_rand for weighted-mean model:
#   VLT (flag=3): 0.905
#   Keck LC (flag=1): 0.000
#   Keck HC (flag=2): 1.743
# Total error: sqrt(err^2 + sigma_rand^2)
#
# N J2000_name z_em z_abs da/a err Sample Source sig_rand_flag Outlier
235 J134427-103541 2.134 1.9155 0.015 0.744 D VLT 3 0
236 J134427-103541 2.134 2.1474 6.448 8.831 D VLT 3 0
237 J135038-251216 2.534 1.4393 -0.987 0.568 D VLT 3 0
238 J135038-251216 2.534 1.7529 6.396 3.258 D VLT 3 0
239 J141217+091624 2.856 1.4187 -2.919 1.771 D VLT 3 0
240 J141217+091624 2.856 2.0188 0.849 0.755 D VLT 3 0
241 J141217+091624 2.856 2.4564 -0.903 1.390 D VLT 3 0
242 J141217+091624 2.856 2.6682 0.199 0.849 D VLT 3 0
243 J143040+014939 2.113 0.4878 3.580 2.170 D VLT 3 0
244 J143040+014939 2.113 1.2030 -0.812 3.290 D VLT 3 0
245 J143040+014939 2.113 1.2411 -2.660 1.200 D VLT 3 0
246 J144653+011356 2.206 0.5097 -0.567 1.142 D VLT 3 0
247 J144653+011356 2.206 0.6602 -0.073 1.831 D VLT 3 0
248 J144653+011356 2.206 1.1020 1.395 4.030 D VLT 3 0
249 J144653+011356 2.206 1.1292 2.278 2.760 D VLT 3 0
250 J144653+011356 2.206 1.1595 -2.557 1.205 D VLT 3 0
251 J145102-232930 2.215 1.5855 -4.500 2.456 D VLT 3 0
252 J200324-325144 3.773 2.0329 2.440 1.200 D VLT 3 0
253 J200324-325144 3.773 3.1878 3.411 1.153 D VLT 3 0
254 J200324-325144 3.773 3.1917 2.238 4.217 D VLT 3 0
255 J212912-153841 3.268 1.7380 1.310 0.636 D VLT 3 0
256 J212912-153841 3.268 2.0225 -1.628 1.244 D VLT 3 0
257 J212912-153841 3.268 2.6378 1.320 3.330 D VLT 3 0
258 J212912-153841 3.268 2.7686 -0.206 1.090 D VLT 3 0
259 J213314-464030 2.204 1.6148 4.320 1.568 D VLT 3 0
260 J214159-441325 3.17 2.1329 -0.470 2.222 D VLT 3 0
261 J214159-441325 3.17 2.3828 1.170 0.858 D VLT 3 0
262 J214159-441325 3.17 2.8523 2.089 0.524 D VLT 3 0
263 J214225-442018 3.23 0.9865 -0.093 1.050 D VLT 3 0
264 J214225-442018 3.23 1.0529 1.500 1.290 D VLT 3 0
265 J214225-442018 3.23 1.1543 -6.250 4.000 D VLT 3 0
266 J214225-442018 3.23 1.7569 -6.183 4.308 D VLT 3 0
267 J214225-442018 3.23 2.1126 1.177 0.858 D VLT 3 0
268 J214225-442018 3.23 2.2533 2.220 1.120 D VLT 3 0
269 J214225-442018 3.23 2.3798 0.747 1.510 D VLT 3 0
270 J220734-403655 3.155 1.6270 6.091 2.709 D VLT 3 0
271 J220852-194359 2.558 0.9478 0.151 1.305 D VLT 3 0
272 J220852-194359 2.558 0.9483 -2.686 2.009 D VLT 3 0
273 J220852-194359 2.558 1.0172 -0.525 0.546 D VLT 3 0
274 J220852-194359 2.558 1.0182 -0.412 1.040 D VLT 3 0
275 J220852-194359 2.558 1.2970 -1.435 2.763 D VLT 3 0
276 J220852-194359 2.558 1.9206 0.857 0.385 D VLT 3 0
277 J220852-194359 2.558 2.0762 0.942 0.584 D VLT 3 0
278 J222006-280323 2.406 0.7866 -0.557 1.479 D VLT 3 0
279 J222006-280323 2.406 0.9408 1.691 1.762 D VLT 3 0
280 J222006-280323 2.406 0.9424 0.988 1.250 D VLT 3 0
281 J222006-280323 2.406 1.5554 0.945 0.604 D VLT 3 0
282 J222006-280323 2.406 1.6279 2.300 0.861 D VLT 3 0
283 J222756-224302 1.891 1.4129 -1.649 1.785 D VLT 3 0
284 J222756-224302 1.891 1.4334 -4.507 2.935 D VLT 3 0
285 J222756-224302 1.891 1.4518 1.024 1.586 D VLT 3 0
286 J222756-224302 1.891 1.6398 -1.484 2.957 D VLT 3 0
287 J233446-090812 3.317 2.1522 0.525 0.437 D VLT 3 0
288 J233446-090812 3.317 2.2015 -0.058 5.494 D VLT 3 0
289 J233446-090812 3.317 2.2875 0.758 0.376 D VLT 3 0
290 J234625+124743 2.578 2.1733 4.160 7.517 D VLT 3 0
291 J234625+124743 2.578 2.5718 -17.274 6.799 D VLT 3 0
292 J234628+124858 2.515 1.1084 -1.536 2.527 D VLT 3 0
